standard_code,standard_normalized,r_category,r_category_name,basis
19261431 J03,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 K02   II,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 K02 II,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 K05,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 K10    I,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 K10   II,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 K10 I,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 M02,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 N,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261433 D03,1926.1433,R8,现场通道、物体打击与综合防护,1926.1433 起重机Subpart CC
19261433 D04  III,1926.1433,R8,现场通道、物体打击与综合防护,1926.1433 起重机Subpart CC
19261433 D06,1926.1433,R8,现场通道、物体打击与综合防护,1926.1433 起重机Subpart CC
19261433 D07  IIIC,1926.1433,R8,现场通道、物体打击与综合防护,1926.1433 起重机Subpart CC
19261434 A,1926.1434,R8,现场通道、物体打击与综合防护,1926.1434 起重机Subpart CC
19261436 B03 II,1926.1436,R8,现场通道、物体打击与综合防护,1926.1436 起重机Subpart CC
19261436 P01,1926.1436,R8,现场通道、物体打击与综合防护,1926.1436 起重机Subpart CC
19261436 P02 I,1926.1436,R8,现场通道、物体打击与综合防护,1926.1436 起重机Subpart CC
19261436 P02 II,1926.1436,R8,现场通道、物体打击与综合防护,1926.1436 起重机Subpart CC
19261437 N01,1926.1437,R8,现场通道、物体打击与综合防护,1926.1437 起重机Subpart CC
19261438 B02 II A,1926.1438,R8,现场通道、物体打击与综合防护,1926.1438 起重机Subpart CC
19261438 B02 II C,1926.1438,R8,现场通道、物体打击与综合防护,1926.1438 起重机Subpart CC
3648 C,3648 C,R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648 E,3648 E,R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648 L,3648 L,R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648 L04,3648 L04,R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648 O,3648 O,R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(A),3648(A),R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(B),3648(B),R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(C),3648(C),R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(D),3648(D),R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(E),3648(E),R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(H),3648(H),R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(L),3648(L),R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(O),3648(O),R8,现场通道、物体打击与综合防护,加州8CCR 3648
3648(O)(3),3648(O)(3),R8,现场通道、物体打击与综合防护,加州8CCR 3648
0450004501,0450004501,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450005501,0450005501,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450005505,0450005505,R9,其他或尚未分类,非1910/1926系列标准-无法分类
04500065,04500065,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450006501,0450006501,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450006503 B,0450006503 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450006505,0450006505,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450006506,0450006506,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450007501,0450007501,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450007507,0450007507,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450008503,0450008503,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450009502,0450009502,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450010501,0450010501,R9,其他或尚未分类,非1910/1926系列标准-无法分类
045001250101,045001250101,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
0450012503,0450012503,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
0450025507,0450025507,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450025512,0450025512,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
045002850101,045002850101,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450029510,0450029510,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450030502 B,0450030502 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450030502 C,0450030502 C,R9,其他或尚未分类,非1910/1926系列标准-无法分类
045003050204,045003050204,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450032501,0450032501,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450032502 B,0450032502 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450032502 E,0450032502 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450032504,0450032504,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450032512 D,0450032512 D,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
0450032516,0450032516,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450033502 A,0450033502 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450033502 B,0450033502 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450033503 A,0450033503 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450033503 B,0450033503 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450033503 E,0450033503 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450033506,0450033506,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450033517,0450033517,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450034503,0450034503,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450034505,0450034505,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450035502,0450035502,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450035503,0450035503,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450037521,0450037521,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450037522,0450037522,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450038501 B,0450038501 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450038501 C,0450038501 C,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450038502 B,0450038502 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450038511,0450038511,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450047501 D,0450047501 D,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450047506 C   01,0450047506 C   01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0450047506 C   03,0450047506 C   03,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0452550502,0452550502,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0452551013 B,0452551013 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0455253001 A,0455253001 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0455253001 B,0455253001 B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0456750702,0456750702,R9,其他或尚未分类,非1910/1926系列标准-无法分类
05-104(A),05-104(A),R9,其他或尚未分类,非1910/1926系列标准-无法分类
05-503(C)(1)(I),05-503(C)(1)(I),R9,其他或尚未分类,非1910/1926系列标准-无法分类
05-503(C)(1)(II),05-503(C)(1)(II),R9,其他或尚未分类,非1910/1926系列标准-无法分类
05-503(C)(2),05-503(C)(2),R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620770605,0620770605,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620770903 A   02,0620770903 A   02,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620770903 G,0620770903 G,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620770903 H,0620770903 H,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620771101,0620771101,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620771106,0620771106,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620771202 C,0620771202 C,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
0620771205 A,0620771205 A,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
0620771206 A,0620771206 A,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
0620771207 B,0620771207 B,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
0620771504 A   02,0620771504 A   02,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620771701,0620771701,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620771903 A   01,0620771903 A   01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620772102 B   03,0620772102 B   03,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620772102 B   06B,0620772102 B   06B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620772102 E,0620772102 E,R9,其他或尚未分类,非1910/1926系列标准-无法分类
062077220103,062077220103,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620772202,0620772202,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620772203 A,0620772203 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620900502,0620900502,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620953001 A,0620953001 A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
062095300101,062095300101,R9,其他或尚未分类,非1910/1926系列标准-无法分类
062095300102,062095300102,R9,其他或尚未分类,非1910/1926系列标准-无法分类
062095400101,062095400101,R9,其他或尚未分类,非1910/1926系列标准-无法分类
062095400102,062095400102,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620956001,0620956001,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0620956002,0620956002,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0650002001,0650002001,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0650003001,0650003001,R9,其他或尚未分类,非1910/1926系列标准-无法分类
0670005704,0670005704,R9,其他或尚未分类,非1910/1926系列标准-无法分类
09.12.26.06A,09.12.26.06A,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09.12.26.09A,09.12.26.09A,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09.12.32.04(A),09.12.32.04(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09.12.32.04(D),09.12.32.04(D),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09.12.32.08(A),09.12.32.08(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09.12.32.10(A)(4),09.12.32.10(A)(4),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09122605 D1D,09122605 D1D,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09122606 A,09122606 A,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09122608 B01,09122608 B01,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09123302 A01,09123302 A01,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09123302 A03,09123302 A03,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
09123302 C,09123302 C,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
1.12(A),1.12(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
10005 C01,10005 C01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
10005 C02,10005 C02,R9,其他或尚未分类,非1910/1926系列标准-无法分类
10005 D03,10005 D03,R9,其他或尚未分类,非1910/1926系列标准-无法分类
10005 D04,10005 D04,R9,其他或尚未分类,非1910/1926系列标准-无法分类
10005 E11,10005 E11,R9,其他或尚未分类,非1910/1926系列标准-无法分类
10012 A,10012 A,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
1100002 B01    BI,1100002 B01    BI,R9,其他或尚未分类,非1910/1926系列标准-无法分类
1100002 B03,1100002 B03,R9,其他或尚未分类,非1910/1926系列标准-无法分类
1100002 B04    A,1100002 B04    A,R9,其他或尚未分类,非1910/1926系列标准-无法分类
1100002 B04    B,1100002 B04    B,R9,其他或尚未分类,非1910/1926系列标准-无法分类
1100002 B04    C,1100002 B04    C,R9,其他或尚未分类,非1910/1926系列标准-无法分类
1100003 B01,1100003 B01,R9,其他或尚未分类,非1910/1926系列标准-无法分类
1100003 C,1100003 C,R9,其他或尚未分类,非1910/1926系列标准-无法分类
12 NYCRR PART 801.39(A),12 NYCRR PART 801.39(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12 NYCRR PART 801.4,12 NYCRR PART 801.4,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12 NYCRR PART 801.47(A),12 NYCRR PART 801.47(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-2(A)(3),12-110-2(A)(3),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-2(B)(2)(A),12-110-2(B)(2)(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-2(B)(2)(A)(II),12-110-2(B)(2)(A)(II),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-2(B)(2)(B),12-110-2(B)(2)(B),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-2(B)(4)(C),12-110-2(B)(4)(C),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
"12-110-2(B)(4)(C)(I), (II), AND (","12-110-2(B)(4)(C)(I), (II), AND (",R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-2(F)(1)(A),12-110-2(F)(1)(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-3(A),12-110-3(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-3(B)(1),12-110-3(B)(1),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-3(C),12-110-3(C),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-110-8,12-110-8,R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-60-2(A)(3),12-60-2(A)(3),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-60-2(B)(1)(A),12-60-2(B)(1)(A),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-60-2(B)(2)(A)(I),12-60-2(B)(2)(A)(I),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-60-2(B)(2)(A)(II),12-60-2(B)(2)(A)(II),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-60-2(B)(2)(B),12-60-2(B)(2)(B),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
12-60-2(B)(3),12-60-2(B)(3),R9,其他或尚未分类,纽约州12 NYCRR 州计划标准-无官方分类表
