standard_code,standard_normalized,r_category,r_category_name,basis
19260251 E02,1926.0251,R8,现场通道、物体打击与综合防护,1926.251 材料搬运Subpart H
19260251 E08,1926.0251,R8,现场通道、物体打击与综合防护,1926.251 材料搬运Subpart H
19260251 E08  III,1926.0251,R8,现场通道、物体打击与综合防护,1926.251 材料搬运Subpart H
19260251 E08 III,1926.0251,R8,现场通道、物体打击与综合防护,1926.251 材料搬运Subpart H
19260251 F02,1926.0251,R8,现场通道、物体打击与综合防护,1926.251 材料搬运Subpart H
19260252 A,1926.0252,R8,现场通道、物体打击与综合防护,1926.252 材料搬运Subpart H
19260300 A,1926.03,R8,现场通道、物体打击与综合防护,1926.300 手持工具Subpart I
19260300 B01,1926.03,R8,现场通道、物体打击与综合防护,1926.300 手持工具Subpart I
19260300 B02,1926.03,R8,现场通道、物体打击与综合防护,1926.300 手持工具Subpart I
19260300 B03,1926.03,R8,现场通道、物体打击与综合防护,1926.300 手持工具Subpart I
19260300 B04   II,1926.03,R8,现场通道、物体打击与综合防护,1926.300 手持工具Subpart I
19260300 B04 II,1926.03,R8,现场通道、物体打击与综合防护,1926.300 手持工具Subpart I
19260300 B05,1926.03,R8,现场通道、物体打击与综合防护,1926.300 手持工具Subpart I
19260300 C,1926.03,R8,现场通道、物体打击与综合防护,1926.300 手持工具Subpart I
19260301 A,1926.0301,R8,现场通道、物体打击与综合防护,1926.301 手持工具Subpart I
19260302 A01,1926.0302,R8,现场通道、物体打击与综合防护,1926.302 手持工具Subpart I
19260302 B01,1926.0302,R8,现场通道、物体打击与综合防护,1926.302 手持工具Subpart I
19260302 B02,1926.0302,R8,现场通道、物体打击与综合防护,1926.302 手持工具Subpart I
19260302 B04,1926.0302,R8,现场通道、物体打击与综合防护,1926.302 手持工具Subpart I
19260302 B07,1926.0302,R8,现场通道、物体打击与综合防护,1926.302 手持工具Subpart I
19260302 E06,1926.0302,R8,现场通道、物体打击与综合防护,1926.302 手持工具Subpart I
19260302 E11,1926.0302,R8,现场通道、物体打击与综合防护,1926.302 手持工具Subpart I
19260303 B01,1926.0303,R8,现场通道、物体打击与综合防护,1926.303 手持工具Subpart I
19260303 C02,1926.0303,R8,现场通道、物体打击与综合防护,1926.303 手持工具Subpart I
19260303 C03,1926.0303,R8,现场通道、物体打击与综合防护,1926.303 手持工具Subpart I
19260304 D,1926.0304,R8,现场通道、物体打击与综合防护,1926.304 手持工具Subpart I
19260304 I01,1926.0304,R8,现场通道、物体打击与综合防护,1926.304 手持工具Subpart I
19260305 D01 I,1926.0305,R8,现场通道、物体打击与综合防护,1926.305 手持工具Subpart I
19260307 B01,1926.0307,R8,现场通道、物体打击与综合防护,1926.307 手持工具Subpart I
19260307 C02    I,1926.0307,R8,现场通道、物体打击与综合防护,1926.307 手持工具Subpart I
19260307 D01,1926.0307,R8,现场通道、物体打击与综合防护,1926.307 手持工具Subpart I
19260550 A01,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260550 A05,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260550 A06,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260550 A15    I,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260550 A16,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260550 A19,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260550 B02,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260550 E,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260550 G03    IE,1926.055,R8,现场通道、物体打击与综合防护,1926.550 提升机/传送带Subpart N
19260551 J,1926.0551,R8,现场通道、物体打击与综合防护,1926.551 提升机/传送带Subpart N
19260551 N,1926.0551,R8,现场通道、物体打击与综合防护,1926.551 提升机/传送带Subpart N
19260552 A01,1926.0552,R8,现场通道、物体打击与综合防护,1926.552 提升机/传送带Subpart N
19260552 A01   II,1926.0552,R8,现场通道、物体打击与综合防护,1926.552 提升机/传送带Subpart N
19260552 C01,1926.0552,R8,现场通道、物体打击与综合防护,1926.552 提升机/传送带Subpart N
19260552 C04,1926.0552,R8,现场通道、物体打击与综合防护,1926.552 提升机/传送带Subpart N
19260552 C08,1926.0552,R8,现场通道、物体打击与综合防护,1926.552 提升机/传送带Subpart N
19260552 C12,1926.0552,R8,现场通道、物体打击与综合防护,1926.552 提升机/传送带Subpart N
19260553 A04,1926.0553,R8,现场通道、物体打击与综合防护,1926.553 提升机/传送带Subpart N
19260555 A07,1926.0555,R8,现场通道、物体打击与综合防护,1926.555 提升机/传送带Subpart N
19260600 A01,1926.06,R8,现场通道、物体打击与综合防护,1926.600 机动车辆Subpart O
19260600 A03   II,1926.06,R8,现场通道、物体打击与综合防护,1926.600 机动车辆Subpart O
19260600 A03 I,1926.06,R8,现场通道、物体打击与综合防护,1926.600 机动车辆Subpart O
19260600 A03 II,1926.06,R8,现场通道、物体打击与综合防护,1926.600 机动车辆Subpart O
19260600 A06,1926.06,R8,现场通道、物体打击与综合防护,1926.600 机动车辆Subpart O
19260600 A06 I,1926.06,R8,现场通道、物体打击与综合防护,1926.600 机动车辆Subpart O
19260600 A06 VI,1926.06,R8,现场通道、物体打击与综合防护,1926.600 机动车辆Subpart O
19260601 B03,1926.0601,R8,现场通道、物体打击与综合防护,1926.601 机动车辆Subpart O
19260601 B04,1926.0601,R8,现场通道、物体打击与综合防护,1926.601 机动车辆Subpart O
19260601 B04 I,1926.0601,R8,现场通道、物体打击与综合防护,1926.601 机动车辆Subpart O
19260601 B05,1926.0601,R8,现场通道、物体打击与综合防护,1926.601 机动车辆Subpart O
19260601 B08,1926.0601,R8,现场通道、物体打击与综合防护,1926.601 机动车辆Subpart O
19260601 B09,1926.0601,R8,现场通道、物体打击与综合防护,1926.601 机动车辆Subpart O
19260601 B14,1926.0601,R8,现场通道、物体打击与综合防护,1926.601 机动车辆Subpart O
19260602 A02    I,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 A02 I,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 A03 I,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 A09    I,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 A09   II,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 A09 I,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 A09 II,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 A09I,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 B03,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01    I,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01   II,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01   VI,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01  VII,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01 I,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01 II,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01 VI,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01 VII,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01 VIII,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01 VIII A,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01 VIII B,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01 VIIIA,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 C01VI,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260602 D,1926.0602,R8,现场通道、物体打击与综合防护,1926.602 机动车辆Subpart O
19260604 A02,1926.0604,R8,现场通道、物体打击与综合防护,1926.604 机动车辆Subpart O
19260651 A,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 B,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 B01,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 B02,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 B03,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 B04,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 C,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 C01 I,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 C01 V,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 C02,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 D,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 E,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 F,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 G01,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 G01    I,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 G01 I,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 G01 II,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 G01 III,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 G01 IV,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 G02 II,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 H01,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 H03,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 I01,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 I02,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 I02IV,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 I03,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 J01,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 J02,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 K,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 K01,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 K02,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 L,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260651 L01,1926.0651,R8,现场通道、物体打击与综合防护,1926.651 挖掘Subpart P
19260652 A,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 A01,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 A01   II,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 A01 II,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 A02,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 B,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 B01    I,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 B01 I,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 B02,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C01,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C02    I,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C02  III,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C02 I,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C02 II,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C02 III,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C03  III,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C03 III,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 C04 III,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 D01,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 D02,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 D03,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 E01 I,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 E01 II,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 E02    I,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 E02 I,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 E02 II,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 F,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 G01   II,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 G01  III,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 G01 II,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 G01 III,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 G01 IV,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260652 G02,1926.0652,R8,现场通道、物体打击与综合防护,1926.652 挖掘Subpart P
19260701 B,1926.0701,R8,现场通道、物体打击与综合防护,1926.701 混凝土Subpart Q
19260701 F,1926.0701,R8,现场通道、物体打击与综合防护,1926.701 混凝土Subpart Q
19260703 D01,1926.0703,R8,现场通道、物体打击与综合防护,1926.703 混凝土Subpart Q
19260706 A01,1926.0706,R8,现场通道、物体打击与综合防护,1926.706 混凝土Subpart Q
19260706 A04,1926.0706,R8,现场通道、物体打击与综合防护,1926.706 混凝土Subpart Q
19260706 B,1926.0706,R8,现场通道、物体打击与综合防护,1926.706 混凝土Subpart Q
19260800 B01,1926.08,R8,现场通道、物体打击与综合防护,1926.800 地下施工Subpart S
19260800 D,1926.08,R8,现场通道、物体打击与综合防护,1926.800 地下施工Subpart S
19260800 K10 I,1926.08,R8,现场通道、物体打击与综合防护,1926.800 地下施工Subpart S
19260800 M05 I,1926.08,R8,现场通道、物体打击与综合防护,1926.800 地下施工Subpart S
19260850 A,1926.085,R8,现场通道、物体打击与综合防护,1926.850 拆除Subpart T
19260850 C,1926.085,R8,现场通道、物体打击与综合防护,1926.850 拆除Subpart T
19260850 D,1926.085,R8,现场通道、物体打击与综合防护,1926.850 拆除Subpart T
19260851 B,1926.0851,R8,现场通道、物体打击与综合防护,1926.851 拆除Subpart T
19260854 H,1926.0854,R8,现场通道、物体打击与综合防护,1926.854 拆除Subpart T
19260858 C,1926.0858,R8,现场通道、物体打击与综合防护,1926.858 拆除Subpart T
19260858 D,1926.0858,R8,现场通道、物体打击与综合防护,1926.858 拆除Subpart T
19260859 G,1926.0859,R8,现场通道、物体打击与综合防护,1926.859 拆除Subpart T
19261400 F,1926.14,R8,现场通道、物体打击与综合防护,1926.1400 起重机Subpart CC
19261402 B,1926.1402,R8,现场通道、物体打击与综合防护,1926.1402 起重机Subpart CC
19261402 C01,1926.1402,R8,现场通道、物体打击与综合防护,1926.1402 起重机Subpart CC
19261403 A,1926.1403,R8,现场通道、物体打击与综合防护,1926.1403 起重机Subpart CC
19261404 A02,1926.1404,R8,现场通道、物体打击与综合防护,1926.1404 起重机Subpart CC
19261404 B,1926.1404,R8,现场通道、物体打击与综合防护,1926.1404 起重机Subpart CC
19261404 D01,1926.1404,R8,现场通道、物体打击与综合防护,1926.1404 起重机Subpart CC
19261404 F01,1926.1404,R8,现场通道、物体打击与综合防护,1926.1404 起重机Subpart CC
19261404 Q01,1926.1404,R8,现场通道、物体打击与综合防护,1926.1404 起重机Subpart CC
19261404 Q02,1926.1404,R8,现场通道、物体打击与综合防护,1926.1404 起重机Subpart CC
19261404 Q03,1926.1404,R8,现场通道、物体打击与综合防护,1926.1404 起重机Subpart CC
19261407 A,1926.1407,R8,现场通道、物体打击与综合防护,1926.1407 起重机Subpart CC
19261408 A01,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 A02,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 A02 II,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 A02 III A,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 A02 III B,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 B,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 B01,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 B02,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 B03,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 B04,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 B04 II,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 B04 II A,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 B04 II D,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 D01,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 G01,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 G01 I E,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 G01 I F,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261408 G02,1926.1408,R8,现场通道、物体打击与综合防护,1926.1408 起重机Subpart CC
19261411 B01,1926.1411,R8,现场通道、物体打击与综合防护,1926.1411 起重机Subpart CC
19261411 B02,1926.1411,R8,现场通道、物体打击与综合防护,1926.1411 起重机Subpart CC
19261411 B04 I,1926.1411,R8,现场通道、物体打击与综合防护,1926.1411 起重机Subpart CC
19261411 B04 II,1926.1411,R8,现场通道、物体打击与综合防护,1926.1411 起重机Subpart CC
19261411 B04 III,1926.1411,R8,现场通道、物体打击与综合防护,1926.1411 起重机Subpart CC
19261412 A01,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 A02,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 B01,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 C01,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 C03,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 D01,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 D01 I,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 D01 V,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 D01 XII,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 D01 XIV,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 D02,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 E01,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 E02,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 E03,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 E03    I,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 E03 I,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 F01,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261412 F02,1926.1412,R8,现场通道、物体打击与综合防护,1926.1412 起重机Subpart CC
19261413 A01    I,1926.1413,R8,现场通道、物体打击与综合防护,1926.1413 起重机Subpart CC
19261413 A02 I A,1926.1413,R8,现场通道、物体打击与综合防护,1926.1413 起重机Subpart CC
19261413 B01,1926.1413,R8,现场通道、物体打击与综合防护,1926.1413 起重机Subpart CC
19261413 C01,1926.1413,R8,现场通道、物体打击与综合防护,1926.1413 起重机Subpart CC
19261414 F,1926.1414,R8,现场通道、物体打击与综合防护,1926.1414 起重机Subpart CC
19261415 A01 I,1926.1415,R8,现场通道、物体打击与综合防护,1926.1415 起重机Subpart CC
19261416 D03    I,1926.1416,R8,现场通道、物体打击与综合防护,1926.1416 起重机Subpart CC
19261416 D03 I,1926.1416,R8,现场通道、物体打击与综合防护,1926.1416 起重机Subpart CC
19261416 E05 I,1926.1416,R8,现场通道、物体打击与综合防护,1926.1416 起重机Subpart CC
19261417 A,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 C01,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 E01,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 E01 IV,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 K,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 N,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 O01,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 O02,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 O03,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 O03 I,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 U02 I,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261417 W,1926.1417,R8,现场通道、物体打击与综合防护,1926.1417 起重机Subpart CC
19261419 A02,1926.1419,R8,现场通道、物体打击与综合防护,1926.1419 起重机Subpart CC
19261419 J,1926.1419,R8,现场通道、物体打击与综合防护,1926.1419 起重机Subpart CC
19261423 C02,1926.1423,R8,现场通道、物体打击与综合防护,1926.1423 起重机Subpart CC
19261423 K01,1926.1423,R8,现场通道、物体打击与综合防护,1926.1423 起重机Subpart CC
19261424 A02 I,1926.1424,R8,现场通道、物体打击与综合防护,1926.1424 起重机Subpart CC
19261424 A02 II,1926.1424,R8,现场通道、物体打击与综合防护,1926.1424 起重机Subpart CC
19261425 A,1926.1425,R8,现场通道、物体打击与综合防护,1926.1425 起重机Subpart CC
19261425 B,1926.1425,R8,现场通道、物体打击与综合防护,1926.1425 起重机Subpart CC
19261425 C01,1926.1425,R8,现场通道、物体打击与综合防护,1926.1425 起重机Subpart CC
19261425 C02,1926.1425,R8,现场通道、物体打击与综合防护,1926.1425 起重机Subpart CC
19261425 C03,1926.1425,R8,现场通道、物体打击与综合防护,1926.1425 起重机Subpart CC
19261425 E01,1926.1425,R8,现场通道、物体打击与综合防护,1926.1425 起重机Subpart CC
19261425 E02,1926.1425,R8,现场通道、物体打击与综合防护,1926.1425 起重机Subpart CC
19261427 A,1926.1427,R8,现场通道、物体打击与综合防护,1926.1427 起重机Subpart CC
19261427 B01 III,1926.1427,R8,现场通道、物体打击与综合防护,1926.1427 起重机Subpart CC
19261427 C01,1926.1427,R8,现场通道、物体打击与综合防护,1926.1427 起重机Subpart CC
19261427 K02   II,1926.1427,R8,现场通道、物体打击与综合防护,1926.1427 起重机Subpart CC
19261427 K02 I,1926.1427,R8,现场通道、物体打击与综合防护,1926.1427 起重机Subpart CC
19261427 K02 II,1926.1427,R8,现场通道、物体打击与综合防护,1926.1427 起重机Subpart CC
19261428 A,1926.1428,R8,现场通道、物体打击与综合防护,1926.1428 起重机Subpart CC
19261428 A01,1926.1428,R8,现场通道、物体打击与综合防护,1926.1428 起重机Subpart CC
19261428 A03,1926.1428,R8,现场通道、物体打击与综合防护,1926.1428 起重机Subpart CC
19261428 C05,1926.1428,R8,现场通道、物体打击与综合防护,1926.1428 起重机Subpart CC
19261430 B,1926.143,R8,现场通道、物体打击与综合防护,1926.1430 起重机Subpart CC
19261430 C01,1926.143,R8,现场通道、物体打击与综合防护,1926.1430 起重机Subpart CC
19261430 D,1926.143,R8,现场通道、物体打击与综合防护,1926.1430 起重机Subpart CC
19261430 G01,1926.143,R8,现场通道、物体打击与综合防护,1926.1430 起重机Subpart CC
19261430 G02,1926.143,R8,现场通道、物体打击与综合防护,1926.1430 起重机Subpart CC
19261431 A,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 D02,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 E02,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 E06,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 E07,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 E12,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 F03 I,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 F03 II,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 F04,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 G01    IA,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 G01   IIA,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 G01 I B,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 G01 III,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 G03,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 H01,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 H02,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 H04 I,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 H05 I,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
19261431 J01,1926.1431,R8,现场通道、物体打击与综合防护,1926.1431 起重机Subpart CC
