unique_key,stage,split,quarter,method_or_comparison,metric,value,source_file,source_row,source_column,source_sha256
data_flow|all|all|Inspection原始行|n|样本排除流.csv|2,data_flow,all,all,Inspection原始行,n,1365781,结果/01_数据审计/样本排除流.csv,2,n,41ad639b115e106b8a4ebdbaae95f5d7d6d6b83c33c932ee22ce2be3141fc2a9
test_quarter|test|2024Q1|M1|positives|test_quarter_metrics.csv|3,test_quarter,test,2024Q1,M1,positives,103.0,结果/04_正式测试_封存/test_quarter_metrics.csv,3,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M1|selected_n|test_quarter_metrics.csv|3,test_quarter,test,2024Q1,M1,selected_n,35.0,结果/04_正式测试_封存/test_quarter_metrics.csv,3,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M1|hits_at_20|test_quarter_metrics.csv|3,test_quarter,test,2024Q1,M1,hits_at_20,21.0,结果/04_正式测试_封存/test_quarter_metrics.csv,3,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M1|ap|test_quarter_metrics.csv|3,test_quarter,test,2024Q1,M1,ap,0.6549509498757439,结果/04_正式测试_封存/test_quarter_metrics.csv,3,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M1|recall_at_20|test_quarter_metrics.csv|3,test_quarter,test,2024Q1,M1,recall_at_20,0.203883495145631,结果/04_正式测试_封存/test_quarter_metrics.csv,3,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M1|precision_at_20|test_quarter_metrics.csv|3,test_quarter,test,2024Q1,M1,precision_at_20,0.6,结果/04_正式测试_封存/test_quarter_metrics.csv,3,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M1|brier|test_quarter_metrics.csv|3,test_quarter,test,2024Q1,M1,brier,0.2338610706365962,结果/04_正式测试_封存/test_quarter_metrics.csv,3,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M2|n|test_quarter_metrics.csv|4,test_quarter,test,2024Q1,M2,n,172.0,结果/04_正式测试_封存/test_quarter_metrics.csv,4,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M2|positives|test_quarter_metrics.csv|4,test_quarter,test,2024Q1,M2,positives,103.0,结果/04_正式测试_封存/test_quarter_metrics.csv,4,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M2|selected_n|test_quarter_metrics.csv|4,test_quarter,test,2024Q1,M2,selected_n,35.0,结果/04_正式测试_封存/test_quarter_metrics.csv,4,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M2|hits_at_20|test_quarter_metrics.csv|4,test_quarter,test,2024Q1,M2,hits_at_20,20.0,结果/04_正式测试_封存/test_quarter_metrics.csv,4,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M2|ap|test_quarter_metrics.csv|4,test_quarter,test,2024Q1,M2,ap,0.6404283141874094,结果/04_正式测试_封存/test_quarter_metrics.csv,4,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M2|recall_at_20|test_quarter_metrics.csv|4,test_quarter,test,2024Q1,M2,recall_at_20,0.1941747572815534,结果/04_正式测试_封存/test_quarter_metrics.csv,4,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M2|precision_at_20|test_quarter_metrics.csv|4,test_quarter,test,2024Q1,M2,precision_at_20,0.5714285714285714,结果/04_正式测试_封存/test_quarter_metrics.csv,4,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q1|M2|brier|test_quarter_metrics.csv|4,test_quarter,test,2024Q1,M2,brier,0.2351063865084688,结果/04_正式测试_封存/test_quarter_metrics.csv,4,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|R0|n|test_quarter_metrics.csv|5,test_quarter,test,2024Q2,R0,n,167.0,结果/04_正式测试_封存/test_quarter_metrics.csv,5,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|R0|positives|test_quarter_metrics.csv|5,test_quarter,test,2024Q2,R0,positives,81.0,结果/04_正式测试_封存/test_quarter_metrics.csv,5,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|R0|selected_n|test_quarter_metrics.csv|5,test_quarter,test,2024Q2,R0,selected_n,34.0,结果/04_正式测试_封存/test_quarter_metrics.csv,5,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|R0|hits_at_20|test_quarter_metrics.csv|5,test_quarter,test,2024Q2,R0,hits_at_20,22.0,结果/04_正式测试_封存/test_quarter_metrics.csv,5,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|R0|ap|test_quarter_metrics.csv|5,test_quarter,test,2024Q2,R0,ap,0.5258754775342391,结果/04_正式测试_封存/test_quarter_metrics.csv,5,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|R0|recall_at_20|test_quarter_metrics.csv|5,test_quarter,test,2024Q2,R0,recall_at_20,0.2716049382716049,结果/04_正式测试_封存/test_quarter_metrics.csv,5,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|R0|precision_at_20|test_quarter_metrics.csv|5,test_quarter,test,2024Q2,R0,precision_at_20,0.6470588235294118,结果/04_正式测试_封存/test_quarter_metrics.csv,5,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|R0|brier|test_quarter_metrics.csv|5,test_quarter,test,2024Q2,R0,brier,0.2465170122717528,结果/04_正式测试_封存/test_quarter_metrics.csv,5,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M1|n|test_quarter_metrics.csv|6,test_quarter,test,2024Q2,M1,n,167.0,结果/04_正式测试_封存/test_quarter_metrics.csv,6,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M1|positives|test_quarter_metrics.csv|6,test_quarter,test,2024Q2,M1,positives,81.0,结果/04_正式测试_封存/test_quarter_metrics.csv,6,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M1|selected_n|test_quarter_metrics.csv|6,test_quarter,test,2024Q2,M1,selected_n,34.0,结果/04_正式测试_封存/test_quarter_metrics.csv,6,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M1|hits_at_20|test_quarter_metrics.csv|6,test_quarter,test,2024Q2,M1,hits_at_20,22.0,结果/04_正式测试_封存/test_quarter_metrics.csv,6,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M1|ap|test_quarter_metrics.csv|6,test_quarter,test,2024Q2,M1,ap,0.533358413292929,结果/04_正式测试_封存/test_quarter_metrics.csv,6,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M1|recall_at_20|test_quarter_metrics.csv|6,test_quarter,test,2024Q2,M1,recall_at_20,0.2716049382716049,结果/04_正式测试_封存/test_quarter_metrics.csv,6,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M1|precision_at_20|test_quarter_metrics.csv|6,test_quarter,test,2024Q2,M1,precision_at_20,0.6470588235294118,结果/04_正式测试_封存/test_quarter_metrics.csv,6,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M1|brier|test_quarter_metrics.csv|6,test_quarter,test,2024Q2,M1,brier,0.258245649460433,结果/04_正式测试_封存/test_quarter_metrics.csv,6,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M2|n|test_quarter_metrics.csv|7,test_quarter,test,2024Q2,M2,n,167.0,结果/04_正式测试_封存/test_quarter_metrics.csv,7,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M2|positives|test_quarter_metrics.csv|7,test_quarter,test,2024Q2,M2,positives,81.0,结果/04_正式测试_封存/test_quarter_metrics.csv,7,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M2|selected_n|test_quarter_metrics.csv|7,test_quarter,test,2024Q2,M2,selected_n,34.0,结果/04_正式测试_封存/test_quarter_metrics.csv,7,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M2|hits_at_20|test_quarter_metrics.csv|7,test_quarter,test,2024Q2,M2,hits_at_20,20.0,结果/04_正式测试_封存/test_quarter_metrics.csv,7,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M2|ap|test_quarter_metrics.csv|7,test_quarter,test,2024Q2,M2,ap,0.5304476190304201,结果/04_正式测试_封存/test_quarter_metrics.csv,7,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M2|recall_at_20|test_quarter_metrics.csv|7,test_quarter,test,2024Q2,M2,recall_at_20,0.2469135802469135,结果/04_正式测试_封存/test_quarter_metrics.csv,7,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M2|precision_at_20|test_quarter_metrics.csv|7,test_quarter,test,2024Q2,M2,precision_at_20,0.5882352941176471,结果/04_正式测试_封存/test_quarter_metrics.csv,7,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q2|M2|brier|test_quarter_metrics.csv|7,test_quarter,test,2024Q2,M2,brier,0.2564196461485281,结果/04_正式测试_封存/test_quarter_metrics.csv,7,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|R0|n|test_quarter_metrics.csv|8,test_quarter,test,2024Q3,R0,n,160.0,结果/04_正式测试_封存/test_quarter_metrics.csv,8,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|R0|positives|test_quarter_metrics.csv|8,test_quarter,test,2024Q3,R0,positives,63.0,结果/04_正式测试_封存/test_quarter_metrics.csv,8,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|R0|selected_n|test_quarter_metrics.csv|8,test_quarter,test,2024Q3,R0,selected_n,32.0,结果/04_正式测试_封存/test_quarter_metrics.csv,8,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|R0|hits_at_20|test_quarter_metrics.csv|8,test_quarter,test,2024Q3,R0,hits_at_20,14.0,结果/04_正式测试_封存/test_quarter_metrics.csv,8,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|R0|ap|test_quarter_metrics.csv|8,test_quarter,test,2024Q3,R0,ap,0.4857256009479089,结果/04_正式测试_封存/test_quarter_metrics.csv,8,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|R0|recall_at_20|test_quarter_metrics.csv|8,test_quarter,test,2024Q3,R0,recall_at_20,0.2222222222222222,结果/04_正式测试_封存/test_quarter_metrics.csv,8,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|R0|precision_at_20|test_quarter_metrics.csv|8,test_quarter,test,2024Q3,R0,precision_at_20,0.4375,结果/04_正式测试_封存/test_quarter_metrics.csv,8,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|R0|brier|test_quarter_metrics.csv|8,test_quarter,test,2024Q3,R0,brier,0.2363030931122449,结果/04_正式测试_封存/test_quarter_metrics.csv,8,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M1|n|test_quarter_metrics.csv|9,test_quarter,test,2024Q3,M1,n,160.0,结果/04_正式测试_封存/test_quarter_metrics.csv,9,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M1|positives|test_quarter_metrics.csv|9,test_quarter,test,2024Q3,M1,positives,63.0,结果/04_正式测试_封存/test_quarter_metrics.csv,9,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M1|selected_n|test_quarter_metrics.csv|9,test_quarter,test,2024Q3,M1,selected_n,32.0,结果/04_正式测试_封存/test_quarter_metrics.csv,9,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M1|hits_at_20|test_quarter_metrics.csv|9,test_quarter,test,2024Q3,M1,hits_at_20,10.0,结果/04_正式测试_封存/test_quarter_metrics.csv,9,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M1|ap|test_quarter_metrics.csv|9,test_quarter,test,2024Q3,M1,ap,0.430404550267267,结果/04_正式测试_封存/test_quarter_metrics.csv,9,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M1|recall_at_20|test_quarter_metrics.csv|9,test_quarter,test,2024Q3,M1,recall_at_20,0.1587301587301587,结果/04_正式测试_封存/test_quarter_metrics.csv,9,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M1|precision_at_20|test_quarter_metrics.csv|9,test_quarter,test,2024Q3,M1,precision_at_20,0.3125,结果/04_正式测试_封存/test_quarter_metrics.csv,9,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M1|brier|test_quarter_metrics.csv|9,test_quarter,test,2024Q3,M1,brier,0.2539608372098138,结果/04_正式测试_封存/test_quarter_metrics.csv,9,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M2|n|test_quarter_metrics.csv|10,test_quarter,test,2024Q3,M2,n,160.0,结果/04_正式测试_封存/test_quarter_metrics.csv,10,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M2|positives|test_quarter_metrics.csv|10,test_quarter,test,2024Q3,M2,positives,63.0,结果/04_正式测试_封存/test_quarter_metrics.csv,10,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M2|selected_n|test_quarter_metrics.csv|10,test_quarter,test,2024Q3,M2,selected_n,32.0,结果/04_正式测试_封存/test_quarter_metrics.csv,10,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M2|hits_at_20|test_quarter_metrics.csv|10,test_quarter,test,2024Q3,M2,hits_at_20,9.0,结果/04_正式测试_封存/test_quarter_metrics.csv,10,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M2|ap|test_quarter_metrics.csv|10,test_quarter,test,2024Q3,M2,ap,0.4264714934327269,结果/04_正式测试_封存/test_quarter_metrics.csv,10,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M2|recall_at_20|test_quarter_metrics.csv|10,test_quarter,test,2024Q3,M2,recall_at_20,0.1428571428571428,结果/04_正式测试_封存/test_quarter_metrics.csv,10,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M2|precision_at_20|test_quarter_metrics.csv|10,test_quarter,test,2024Q3,M2,precision_at_20,0.28125,结果/04_正式测试_封存/test_quarter_metrics.csv,10,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q3|M2|brier|test_quarter_metrics.csv|10,test_quarter,test,2024Q3,M2,brier,0.2523976935101725,结果/04_正式测试_封存/test_quarter_metrics.csv,10,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|R0|n|test_quarter_metrics.csv|11,test_quarter,test,2024Q4,R0,n,143.0,结果/04_正式测试_封存/test_quarter_metrics.csv,11,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|R0|positives|test_quarter_metrics.csv|11,test_quarter,test,2024Q4,R0,positives,84.0,结果/04_正式测试_封存/test_quarter_metrics.csv,11,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|R0|selected_n|test_quarter_metrics.csv|11,test_quarter,test,2024Q4,R0,selected_n,29.0,结果/04_正式测试_封存/test_quarter_metrics.csv,11,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|R0|hits_at_20|test_quarter_metrics.csv|11,test_quarter,test,2024Q4,R0,hits_at_20,18.0,结果/04_正式测试_封存/test_quarter_metrics.csv,11,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|R0|ap|test_quarter_metrics.csv|11,test_quarter,test,2024Q4,R0,ap,0.5867333467163334,结果/04_正式测试_封存/test_quarter_metrics.csv,11,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|R0|recall_at_20|test_quarter_metrics.csv|11,test_quarter,test,2024Q4,R0,recall_at_20,0.2142857142857142,结果/04_正式测试_封存/test_quarter_metrics.csv,11,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|R0|precision_at_20|test_quarter_metrics.csv|11,test_quarter,test,2024Q4,R0,precision_at_20,0.6206896551724138,结果/04_正式测试_封存/test_quarter_metrics.csv,11,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|R0|brier|test_quarter_metrics.csv|11,test_quarter,test,2024Q4,R0,brier,0.2564998888239589,结果/04_正式测试_封存/test_quarter_metrics.csv,11,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M1|n|test_quarter_metrics.csv|12,test_quarter,test,2024Q4,M1,n,143.0,结果/04_正式测试_封存/test_quarter_metrics.csv,12,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M1|positives|test_quarter_metrics.csv|12,test_quarter,test,2024Q4,M1,positives,84.0,结果/04_正式测试_封存/test_quarter_metrics.csv,12,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M1|selected_n|test_quarter_metrics.csv|12,test_quarter,test,2024Q4,M1,selected_n,29.0,结果/04_正式测试_封存/test_quarter_metrics.csv,12,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M1|hits_at_20|test_quarter_metrics.csv|12,test_quarter,test,2024Q4,M1,hits_at_20,16.0,结果/04_正式测试_封存/test_quarter_metrics.csv,12,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M1|ap|test_quarter_metrics.csv|12,test_quarter,test,2024Q4,M1,ap,0.5843132063102431,结果/04_正式测试_封存/test_quarter_metrics.csv,12,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M1|recall_at_20|test_quarter_metrics.csv|12,test_quarter,test,2024Q4,M1,recall_at_20,0.1904761904761904,结果/04_正式测试_封存/test_quarter_metrics.csv,12,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M1|precision_at_20|test_quarter_metrics.csv|12,test_quarter,test,2024Q4,M1,precision_at_20,0.5517241379310345,结果/04_正式测试_封存/test_quarter_metrics.csv,12,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M1|brier|test_quarter_metrics.csv|12,test_quarter,test,2024Q4,M1,brier,0.2546254595167821,结果/04_正式测试_封存/test_quarter_metrics.csv,12,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M2|n|test_quarter_metrics.csv|13,test_quarter,test,2024Q4,M2,n,143.0,结果/04_正式测试_封存/test_quarter_metrics.csv,13,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M2|positives|test_quarter_metrics.csv|13,test_quarter,test,2024Q4,M2,positives,84.0,结果/04_正式测试_封存/test_quarter_metrics.csv,13,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M2|selected_n|test_quarter_metrics.csv|13,test_quarter,test,2024Q4,M2,selected_n,29.0,结果/04_正式测试_封存/test_quarter_metrics.csv,13,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M2|hits_at_20|test_quarter_metrics.csv|13,test_quarter,test,2024Q4,M2,hits_at_20,16.0,结果/04_正式测试_封存/test_quarter_metrics.csv,13,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M2|ap|test_quarter_metrics.csv|13,test_quarter,test,2024Q4,M2,ap,0.5866303822788538,结果/04_正式测试_封存/test_quarter_metrics.csv,13,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M2|recall_at_20|test_quarter_metrics.csv|13,test_quarter,test,2024Q4,M2,recall_at_20,0.1904761904761904,结果/04_正式测试_封存/test_quarter_metrics.csv,13,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M2|precision_at_20|test_quarter_metrics.csv|13,test_quarter,test,2024Q4,M2,precision_at_20,0.5517241379310345,结果/04_正式测试_封存/test_quarter_metrics.csv,13,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2024Q4|M2|brier|test_quarter_metrics.csv|13,test_quarter,test,2024Q4,M2,brier,0.2544344418941883,结果/04_正式测试_封存/test_quarter_metrics.csv,13,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|R0|n|test_quarter_metrics.csv|14,test_quarter,test,2025Q1,R0,n,179.0,结果/04_正式测试_封存/test_quarter_metrics.csv,14,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|R0|positives|test_quarter_metrics.csv|14,test_quarter,test,2025Q1,R0,positives,104.0,结果/04_正式测试_封存/test_quarter_metrics.csv,14,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|R0|selected_n|test_quarter_metrics.csv|14,test_quarter,test,2025Q1,R0,selected_n,36.0,结果/04_正式测试_封存/test_quarter_metrics.csv,14,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|R0|hits_at_20|test_quarter_metrics.csv|14,test_quarter,test,2025Q1,R0,hits_at_20,23.0,结果/04_正式测试_封存/test_quarter_metrics.csv,14,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|R0|ap|test_quarter_metrics.csv|14,test_quarter,test,2025Q1,R0,ap,0.6518102657737387,结果/04_正式测试_封存/test_quarter_metrics.csv,14,ap,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|R0|recall_at_20|test_quarter_metrics.csv|14,test_quarter,test,2025Q1,R0,recall_at_20,0.2211538461538461,结果/04_正式测试_封存/test_quarter_metrics.csv,14,recall_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|R0|precision_at_20|test_quarter_metrics.csv|14,test_quarter,test,2025Q1,R0,precision_at_20,0.6388888888888888,结果/04_正式测试_封存/test_quarter_metrics.csv,14,precision_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|R0|brier|test_quarter_metrics.csv|14,test_quarter,test,2025Q1,R0,brier,0.2388672061845687,结果/04_正式测试_封存/test_quarter_metrics.csv,14,brier,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|M1|n|test_quarter_metrics.csv|15,test_quarter,test,2025Q1,M1,n,179.0,结果/04_正式测试_封存/test_quarter_metrics.csv,15,n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|M1|positives|test_quarter_metrics.csv|15,test_quarter,test,2025Q1,M1,positives,104.0,结果/04_正式测试_封存/test_quarter_metrics.csv,15,positives,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|M1|selected_n|test_quarter_metrics.csv|15,test_quarter,test,2025Q1,M1,selected_n,36.0,结果/04_正式测试_封存/test_quarter_metrics.csv,15,selected_n,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
test_quarter|test|2025Q1|M1|hits_at_20|test_quarter_metrics.csv|15,test_quarter,test,2025Q1,M1,hits_at_20,26.0,结果/04_正式测试_封存/test_quarter_metrics.csv,15,hits_at_20,dc68bccc61ed3212fa51582a992268c77c19dd15df22f051853a4c2d9fa8637b
